DAuid,CSDUID,PR-HRUID,HRNAME,POP2001
59010001,5901048,5911,East Kootenay                                               ,398
59010002,5901048,5911,East Kootenay                                               ,269
59010003,5901048,5911,East Kootenay                                               ,369
59010004,5901048,5911,East Kootenay                                               ,279
59010005,5901048,5911,East Kootenay                                               ,56
59010006,5901040,5911,East Kootenay                                               ,583
59010007,5901048,5911,East Kootenay                                               ,264
59010008,5901046,5911,East Kootenay                                               ,276
59010009,5901039,5911,East Kootenay                                               ,987
59010010,5901039,5911,East Kootenay                                               ,708
59010011,5901039,5911,East Kootenay                                               ,1163
59010012,5901046,5911,East Kootenay                                               ,264
59010013,5901046,5911,East Kootenay                                               ,124
59010014,5901046,5911,East Kootenay                                               ,10
59010015,5901046,5911,East Kootenay                                               ,412
59010016,5901046,5911,East Kootenay                                               ,250
59010017,5901804,5911,East Kootenay                                               ,33
59010018,5901804,5911,East Kootenay                                               ,132
59010019,5901046,5911,East Kootenay                                               ,207
59010020,5901806,5911,East Kootenay                                               ,66
59010021,5901806,5911,East Kootenay                                               ,110
59010022,5901046,5911,East Kootenay                                               ,60
59010023,5901046,5911,East Kootenay                                               ,75
59010024,5901046,5911,East Kootenay                                               ,429
59010025,5901046,5911,East Kootenay                                               ,289
59010026,5901046,5911,East Kootenay                                               ,100
59010027,5901046,5911,East Kootenay                                               ,5
59010028,5901046,5911,East Kootenay                                               ,709
59010029,5901037,5911,East Kootenay                                               ,373
59010030,5901037,5911,East Kootenay                                               ,166
59010031,5901037,5911,East Kootenay                                               ,259
59010032,5901037,5911,East Kootenay                                               ,140
59010033,5901807,5911,East Kootenay                                               ,0
59010034,5901035,5911,East Kootenay                                               ,342
59010035,5901803,5911,East Kootenay                                               ,166
59010036,5901035,5911,East Kootenay                                               ,0
59010037,5901035,5911,East Kootenay                                               ,597
59010038,5901035,5911,East Kootenay                                               ,199
59010039,5901035,5911,East Kootenay                                               ,103
59010040,5901035,5911,East Kootenay                                               ,739
59010041,5901035,5911,East Kootenay                                               ,592
59010042,5901022,5911,East Kootenay                                               ,788
59010043,5901022,5911,East Kootenay                                               ,1191
59010044,5901022,5911,East Kootenay                                               ,828
59010045,5901022,5911,East Kootenay                                               ,804
59010046,5901022,5911,East Kootenay                                               ,894
59010047,5901022,5911,East Kootenay                                               ,1090
59010048,5901022,5911,East Kootenay                                               ,1138
59010049,5901022,5911,East Kootenay                                               ,1146
59010050,5901022,5911,East Kootenay                                               ,1416
59010051,5901035,5911,East Kootenay                                               ,1195
59010052,5901035,5911,East Kootenay                                               ,702
59010053,5901022,5911,East Kootenay                                               ,1469
59010054,5901022,5911,East Kootenay                                               ,1384
59010055,5901022,5911,East Kootenay                                               ,789
59010056,5901022,5911,East Kootenay                                               ,0
59010057,5901022,5911,East Kootenay                                               ,779
59010058,5901022,5911,East Kootenay                                               ,667
59010059,5901022,5911,East Kootenay                                               ,832
59010060,5901022,5911,East Kootenay                                               ,546
59010061,5901022,5911,East Kootenay                                               ,923
59010062,5901035,5911,East Kootenay                                               ,162
59010063,5901022,5911,East Kootenay                                               ,820
59010064,5901022,5911,East Kootenay                                               ,664
59010065,5901035,5911,East Kootenay                                               ,280
59010066,5901035,5911,East Kootenay                                               ,15
59010067,5901035,5911,East Kootenay                                               ,343
59010068,5901802,5911,East Kootenay                                               ,0
59010069,5901805,5911,East Kootenay                                               ,5
59010070,5901019,5911,East Kootenay                                               ,180
59010071,5901019,5911,East Kootenay                                               ,498
59010072,5901019,5911,East Kootenay                                               ,333
59010073,5901019,5911,East Kootenay                                               ,92
59010074,5901019,5911,East Kootenay                                               ,551
59010075,5901017,5911,East Kootenay                                               ,290
59010076,5901012,5911,East Kootenay                                               ,679
59010077,5901012,5911,East Kootenay                                               ,780
59010078,5901012,5911,East Kootenay                                               ,624
59010079,5901012,5911,East Kootenay                                               ,876
59010080,5901012,5911,East Kootenay                                               ,762
59010081,5901017,5911,East Kootenay                                               ,5
59010082,5901017,5911,East Kootenay                                               ,386
59010083,5901012,5911,East Kootenay                                               ,0
59010084,5901012,5911,East Kootenay                                               ,890
59010085,5901017,5911,East Kootenay                                               ,268
59010086,5901017,5911,East Kootenay                                               ,275
59010087,5901017,5911,East Kootenay                                               ,123
59010088,5901006,5911,East Kootenay                                               ,278
59010089,5901006,5911,East Kootenay                                               ,906
59010090,5901006,5911,East Kootenay                                               ,697
59010091,5901006,5911,East Kootenay                                               ,651
59010092,5901006,5911,East Kootenay                                               ,0
59010093,5901017,5911,East Kootenay                                               ,404
59010094,5901003,5911,East Kootenay                                               ,0
59010095,5901006,5911,East Kootenay                                               ,0
59010096,5901006,5911,East Kootenay                                               ,1280
59010097,5901003,5911,East Kootenay                                               ,820
59010098,5901003,5911,East Kootenay                                               ,582
59010099,5901003,5911,East Kootenay                                               ,382
59010100,5901003,5911,East Kootenay                                               ,790
59010101,5901003,5911,East Kootenay                                               ,15
59010102,5901017,5911,East Kootenay                                               ,0
59010103,5901006,5911,East Kootenay                                               ,0
59010104,5901019,5911,East Kootenay                                               ,184
59010105,5901801,5911,East Kootenay                                               ,82
59010106,5901035,5911,East Kootenay                                               ,259
59010107,5901035,5911,East Kootenay                                               ,266
59010108,5901037,5911,East Kootenay                                               ,372
59010109,5901028,5911,East Kootenay                                               ,1291
59010110,5901028,5911,East Kootenay                                               ,719
59010111,5901028,5911,East Kootenay                                               ,722
59010112,5901028,5911,East Kootenay                                               ,706
59010113,5901028,5911,East Kootenay                                               ,728
59010114,5901028,5911,East Kootenay                                               ,629
59010115,5901028,5911,East Kootenay                                               ,777
59010116,5901037,5911,East Kootenay                                               ,514
59010117,5901028,5911,East Kootenay                                               ,17
59010118,5901028,5911,East Kootenay                                               ,895
59010119,5901046,5911,East Kootenay                                               ,131
59010120,5901046,5911,East Kootenay                                               ,15
59010121,5901017,5911,East Kootenay                                               ,86
59010122,5901022,5911,East Kootenay                                               ,308
59030001,5903060,5912,Kootenay/Boundary                                           ,0
59030002,5903060,5912,Kootenay/Boundary                                           ,301
59030003,5903050,5912,Kootenay/Boundary                                           ,0
59030004,5903050,5912,Kootenay/Boundary                                           ,912
59030005,5903050,5912,Kootenay/Boundary                                           ,786
59030006,5903060,5912,Kootenay/Boundary                                           ,185
59030007,5903060,5912,Kootenay/Boundary                                           ,468
59030008,5903060,5912,Kootenay/Boundary                                           ,15
59030009,5903060,5912,Kootenay/Boundary                                           ,199
59030010,5903060,5912,Kootenay/Boundary                                           ,167
59030011,5903060,5912,Kootenay/Boundary                                           ,219
59030012,5903060,5912,Kootenay/Boundary                                           ,265
59030013,5903060,5912,Kootenay/Boundary                                           ,160
59030014,5903058,5912,Kootenay/Boundary                                           ,75
59030015,5903052,5912,Kootenay/Boundary                                           ,815
59030016,5903052,5912,Kootenay/Boundary                                           ,763
59030017,5903052,5912,Kootenay/Boundary                                           ,273
59030018,5903052,5912,Kootenay/Boundary                                           ,506
59030019,5903043,5912,Kootenay/Boundary                                           ,444
59030020,5903043,5912,Kootenay/Boundary                                           ,412
59030021,5903041,5912,Kootenay/Boundary                                           ,541
59030022,5903052,5912,Kootenay/Boundary                                           ,675
59030023,5903056,5912,Kootenay/Boundary                                           ,288
59030024,5903056,5912,Kootenay/Boundary                                           ,498
59030025,5903052,5912,Kootenay/Boundary                                           ,658
59030026,5903056,5912,Kootenay/Boundary                                           ,259
59030027,5903056,5912,Kootenay/Boundary                                           ,637
59030028,5903056,5912,Kootenay/Boundary                                           ,608
59030029,5903056,5912,Kootenay/Boundary                                           ,146
59030030,5903058,5912,Kootenay/Boundary                                           ,0
59030031,5903058,5912,Kootenay/Boundary                                           ,424
59030032,5903058,5912,Kootenay/Boundary                                           ,24
59030033,5903058,5912,Kootenay/Boundary                                           ,914
59030034,5903045,5912,Kootenay/Boundary                                           ,587
59030035,5903058,5912,Kootenay/Boundary                                           ,261
59030036,5903045,5912,Kootenay/Boundary                                           ,779
59030037,5903045,5912,Kootenay/Boundary                                           ,879
59030038,5903045,5912,Kootenay/Boundary                                           ,598
59030039,5903045,5912,Kootenay/Boundary                                           ,53
59030040,5903045,5912,Kootenay/Boundary                                           ,722
59030041,5903045,5912,Kootenay/Boundary                                           ,1133
59030042,5903045,5912,Kootenay/Boundary                                           ,1334
59030043,5903045,5912,Kootenay/Boundary                                           ,917
59030044,5903058,5912,Kootenay/Boundary                                           ,568
59030045,5903058,5912,Kootenay/Boundary                                           ,156
59030046,5903058,5912,Kootenay/Boundary                                           ,172
59030047,5903058,5912,Kootenay/Boundary                                           ,23
59030048,5903058,5912,Kootenay/Boundary                                           ,850
59030049,5903045,5912,Kootenay/Boundary                                           ,0
59030050,5903058,5912,Kootenay/Boundary                                           ,46
59030051,5903047,5912,Kootenay/Boundary                                           ,142
59030052,5903011,5912,Kootenay/Boundary                                           ,221
59030053,5903011,5912,Kootenay/Boundary                                           ,899
59030054,5903047,5912,Kootenay/Boundary                                           ,506
59030055,5903047,5912,Kootenay/Boundary                                           ,479
59030056,5903047,5912,Kootenay/Boundary                                           ,227
59030057,5903041,5912,Kootenay/Boundary                                           ,466
59030058,5903015,5912,Kootenay/Boundary                                           ,886
59030059,5903015,5912,Kootenay/Boundary                                           ,970
59030060,5903015,5912,Kootenay/Boundary                                           ,761
59030061,5903015,5912,Kootenay/Boundary                                           ,1002
59030062,5903015,5912,Kootenay/Boundary                                           ,670
59030063,5903015,5912,Kootenay/Boundary                                           ,0
59030064,5903015,5912,Kootenay/Boundary                                           ,616
59030065,5903015,5912,Kootenay/Boundary                                           ,924
59030066,5903015,5912,Kootenay/Boundary                                           ,1063
59030067,5903043,5912,Kootenay/Boundary                                           ,390
59030068,5903015,5912,Kootenay/Boundary                                           ,725
59030069,5903015,5912,Kootenay/Boundary                                           ,751
59030070,5903015,5912,Kootenay/Boundary                                           ,0
59030071,5903015,5912,Kootenay/Boundary                                           ,851
59030072,5903015,5912,Kootenay/Boundary                                           ,79
59030073,5903043,5912,Kootenay/Boundary                                           ,479
59030074,5903043,5912,Kootenay/Boundary                                           ,369
59030075,5903043,5912,Kootenay/Boundary                                           ,1038
59030076,5903043,5912,Kootenay/Boundary                                           ,82
59030077,5903043,5912,Kootenay/Boundary                                           ,488
59030078,5903041,5912,Kootenay/Boundary                                           ,666
59030079,5903041,5912,Kootenay/Boundary                                           ,0
59030080,5903041,5912,Kootenay/Boundary                                           ,619
59030081,5903041,5912,Kootenay/Boundary                                           ,445
59030082,5903041,5912,Kootenay/Boundary                                           ,102
59030083,5903041,5912,Kootenay/Boundary                                           ,10
59030084,5903010,5911,East Kootenay                                               ,405
59030085,5903010,5912,Kootenay/Boundary                                           ,222
59030086,5903010,5912,Kootenay/Boundary                                           ,328
59030087,5903010,5912,Kootenay/Boundary                                           ,28
59030088,5903010,5912,Kootenay/Boundary                                           ,306
59030089,5903039,5912,Kootenay/Boundary                                           ,430
59030090,5903039,5912,Kootenay/Boundary                                           ,50
59030091,5903023,5912,Kootenay/Boundary                                           ,1032
59030092,5903039,5912,Kootenay/Boundary                                           ,443
59030093,5903039,5912,Kootenay/Boundary                                           ,259
59030094,5903039,5912,Kootenay/Boundary                                           ,318
59030095,5903052,5912,Kootenay/Boundary                                           ,431
59030096,5903032,5912,Kootenay/Boundary                                           ,538
59030097,5903027,5912,Kootenay/Boundary                                           ,222
59030098,5903052,5912,Kootenay/Boundary                                           ,361
59030099,5903019,5912,Kootenay/Boundary                                           ,336
59030100,5903010,5911,East Kootenay                                               ,162
59030101,5903010,5911,East Kootenay                                               ,0
59030102,5903017,5911,East Kootenay                                               ,547
59030103,5903017,5911,East Kootenay                                               ,20
59030104,5903010,5911,East Kootenay                                               ,571
59030105,5903010,5911,East Kootenay                                               ,103
59030106,5903017,5911,East Kootenay                                               ,318
59030107,5903013,5911,East Kootenay                                               ,790
59030108,5903004,5911,East Kootenay                                               ,816
59030109,5903004,5911,East Kootenay                                               ,1034
59030110,5903004,5911,East Kootenay                                               ,557
59030111,5903004,5911,East Kootenay                                               ,569
59030112,5903004,5911,East Kootenay                                               ,805
59030113,5903004,5911,East Kootenay                                               ,912
59030114,5903013,5911,East Kootenay                                               ,559
59030115,5903013,5911,East Kootenay                                               ,934
59030116,5903013,5911,East Kootenay                                               ,361
59030117,5903013,5911,East Kootenay                                               ,1068
59030118,5903013,5911,East Kootenay                                               ,84
59030119,5903807,5911,East Kootenay                                               ,122
59030120,5903017,5911,East Kootenay                                               ,486
59030121,5903013,5911,East Kootenay                                               ,237
59030122,5903013,5911,East Kootenay                                               ,264
59030123,5903013,5911,East Kootenay                                               ,193
59030124,5903013,5911,East Kootenay                                               ,168
59030125,5903041,5912,Kootenay/Boundary                                           ,682
59030126,5903043,5912,Kootenay/Boundary                                           ,205
59030127,5903004,5911,East Kootenay                                               ,102
59050001,5905054,5912,Kootenay/Boundary                                           ,316
59050002,5905054,5912,Kootenay/Boundary                                           ,206
59050003,5905054,5912,Kootenay/Boundary                                           ,99
59050004,5905054,5912,Kootenay/Boundary                                           ,225
59050005,5905054,5912,Kootenay/Boundary                                           ,246
59050006,5905042,5912,Kootenay/Boundary                                           ,666
59050007,5905052,5912,Kootenay/Boundary                                           ,291
59050008,5905052,5912,Kootenay/Boundary                                           ,839
59050009,5905032,5912,Kootenay/Boundary                                           ,879
59050010,5905032,5912,Kootenay/Boundary                                           ,34
59050011,5905032,5912,Kootenay/Boundary                                           ,936
59050012,5905032,5912,Kootenay/Boundary                                           ,736
59050013,5905032,5912,Kootenay/Boundary                                           ,706
59050014,5905032,5912,Kootenay/Boundary                                           ,763
59050015,5905052,5912,Kootenay/Boundary                                           ,603
59050016,5905052,5912,Kootenay/Boundary                                           ,478
59050017,5905052,5912,Kootenay/Boundary                                           ,771
59050018,5905050,5912,Kootenay/Boundary                                           ,174
59050019,5905050,5912,Kootenay/Boundary                                           ,613
59050020,5905050,5912,Kootenay/Boundary                                           ,422
59050021,5905050,5912,Kootenay/Boundary                                           ,247
59050022,5905052,5912,Kootenay/Boundary                                           ,259
59050023,5905030,5912,Kootenay/Boundary                                           ,449
59050024,5905023,5912,Kootenay/Boundary                                           ,43
59050025,5905023,5912,Kootenay/Boundary                                           ,790
59050026,5905023,5912,Kootenay/Boundary                                           ,1016
59050027,5905023,5912,Kootenay/Boundary                                           ,968
59050028,5905023,5912,Kootenay/Boundary                                           ,829
59050029,5905030,5912,Kootenay/Boundary                                           ,311
59050030,5905018,5912,Kootenay/Boundary                                           ,796
59050031,5905018,5912,Kootenay/Boundary                                           ,943
59050032,5905014,5912,Kootenay/Boundary                                           ,584
59050033,5905014,5912,Kootenay/Boundary                                           ,665
59050034,5905014,5912,Kootenay/Boundary                                           ,313
59050035,5905014,5912,Kootenay/Boundary                                           ,596
59050036,5905014,5912,Kootenay/Boundary                                           ,638
59050037,5905014,5912,Kootenay/Boundary                                           ,559
59050038,5905014,5912,Kootenay/Boundary                                           ,85
59050039,5905014,5912,Kootenay/Boundary                                           ,682
59050040,5905014,5912,Kootenay/Boundary                                           ,59
59050041,5905014,5912,Kootenay/Boundary                                           ,877
59050042,5905014,5912,Kootenay/Boundary                                           ,97
59050043,5905014,5912,Kootenay/Boundary                                           ,616
59050044,5905014,5912,Kootenay/Boundary                                           ,918
59050045,5905014,5912,Kootenay/Boundary                                           ,5
59050046,5905014,5912,Kootenay/Boundary                                           ,190
59050047,5905026,5912,Kootenay/Boundary                                           ,0
59050048,5905026,5912,Kootenay/Boundary                                           ,564
59050049,5905014,5912,Kootenay/Boundary                                           ,691
59050050,5905009,5912,Kootenay/Boundary                                           ,1067
59050051,5905026,5912,Kootenay/Boundary                                           ,298
59050052,5905005,5912,Kootenay/Boundary                                           ,1094
59050053,5905005,5912,Kootenay/Boundary                                           ,931
59050054,5905026,5912,Kootenay/Boundary                                           ,1122
59050055,5905030,5912,Kootenay/Boundary                                           ,823
59050056,5905030,5912,Kootenay/Boundary                                           ,0
59050057,5905037,5912,Kootenay/Boundary                                           ,638
59050058,5905054,5912,Kootenay/Boundary                                           ,559
59050059,5905054,5912,Kootenay/Boundary                                           ,324
59050060,5905054,5912,Kootenay/Boundary                                           ,20
59050061,5905054,5912,Kootenay/Boundary                                           ,174
59070001,5907055,5913,Okanagan                                                    ,164
59070002,5907055,5913,Okanagan                                                    ,246
59070003,5907055,5913,Okanagan                                                    ,214
59070004,5907055,5913,Okanagan                                                    ,223
59070005,5907055,5913,Okanagan                                                    ,179
59070006,5907024,5913,Okanagan                                                    ,1057
59070007,5907024,5913,Okanagan                                                    ,839
59070008,5907055,5913,Okanagan                                                    ,24
59070009,5907024,5913,Okanagan                                                    ,714
59070010,5907055,5913,Okanagan                                                    ,369
59070011,5907055,5913,Okanagan                                                    ,280
59070012,5907053,5913,Okanagan                                                    ,283
59070013,5907807,5913,Okanagan                                                    ,65
59070014,5907809,5913,Okanagan                                                    ,62
59070015,5907053,5913,Okanagan                                                    ,272
59070016,5907053,5913,Okanagan                                                    ,20
59070017,5907053,5913,Okanagan                                                    ,93
59070018,5907047,5913,Okanagan                                                    ,209
59070019,5907803,5913,Okanagan                                                    ,25
59070020,5907803,5913,Okanagan                                                    ,235
59070021,5907047,5913,Okanagan                                                    ,0
59070022,5907803,5913,Okanagan                                                    ,143
59070023,5907041,5913,Okanagan                                                    ,890
59070024,5907041,5913,Okanagan                                                    ,551
59070025,5907041,5913,Okanagan                                                    ,499
59070026,5907041,5913,Okanagan                                                    ,696
59070027,5907041,5913,Okanagan                                                    ,820
59070028,5907041,5913,Okanagan                                                    ,16
59070029,5907041,5913,Okanagan                                                    ,867
59070030,5907041,5913,Okanagan                                                    ,672
59070031,5907041,5913,Okanagan                                                    ,1695
59070032,5907041,5913,Okanagan                                                    ,319
59070033,5907041,5913,Okanagan                                                    ,1335
59070034,5907041,5913,Okanagan                                                    ,795
59070035,5907041,5913,Okanagan                                                    ,91
59070036,5907041,5913,Okanagan                                                    ,694
59070037,5907041,5913,Okanagan                                                    ,700
59070038,5907041,5913,Okanagan                                                    ,864
59070039,5907041,5913,Okanagan                                                    ,786
59070040,5907041,5913,Okanagan                                                    ,815
59070041,5907041,5913,Okanagan                                                    ,0
59070042,5907041,5913,Okanagan                                                    ,565
59070043,5907041,5913,Okanagan                                                    ,1029
59070044,5907041,5913,Okanagan                                                    ,603
59070045,5907803,5913,Okanagan                                                    ,498
59070046,5907051,5913,Okanagan                                                    ,977
59070047,5907051,5913,Okanagan                                                    ,580
59070048,5907035,5913,Okanagan                                                    ,953
59070049,5907035,5913,Okanagan                                                    ,968
59070050,5907035,5913,Okanagan                                                    ,991
59070051,5907035,5913,Okanagan                                                    ,1087
59070052,5907035,5913,Okanagan                                                    ,672
59070053,5907035,5913,Okanagan                                                    ,999
59070054,5907035,5913,Okanagan                                                    ,1145
59070055,5907035,5913,Okanagan                                                    ,886
59070056,5907035,5913,Okanagan                                                    ,799
59070057,5907051,5913,Okanagan                                                    ,383
59070058,5907035,5913,Okanagan                                                    ,386
59070059,5907035,5913,Okanagan                                                    ,985
59070060,5907035,5913,Okanagan                                                    ,842
59070061,5907051,5913,Okanagan                                                    ,49
59070062,5907051,5913,Okanagan                                                    ,0
59070063,5907049,5913,Okanagan                                                    ,205
59070064,5907049,5913,Okanagan                                                    ,891
59070065,5907049,5913,Okanagan                                                    ,900
59070066,5907041,5913,Okanagan                                                    ,481
59070067,5907041,5913,Okanagan                                                    ,671
59070068,5907041,5913,Okanagan                                                    ,883
59070069,5907041,5913,Okanagan                                                    ,975
59070070,5907041,5913,Okanagan                                                    ,83
59070071,5907041,5913,Okanagan                                                    ,733
59070072,5907041,5913,Okanagan                                                    ,1437
59070073,5907041,5913,Okanagan                                                    ,324
59070074,5907041,5913,Okanagan                                                    ,773
59070075,5907041,5913,Okanagan                                                    ,1005
59070076,5907041,5913,Okanagan                                                    ,851
59070077,5907041,5913,Okanagan                                                    ,861
59070078,5907041,5913,Okanagan                                                    ,948
59070079,5907041,5913,Okanagan                                                    ,1325
59070080,5907047,5913,Okanagan                                                    ,203
59070081,5907041,5913,Okanagan                                                    ,878
59070082,5907047,5913,Okanagan                                                    ,834
59070083,5907047,5913,Okanagan                                                    ,983
59070084,5907047,5913,Okanagan                                                    ,988
59070085,5907047,5913,Okanagan                                                    ,600
59070086,5907047,5913,Okanagan                                                    ,1269
59070087,5907047,5913,Okanagan                                                    ,617
59070088,5907028,5913,Okanagan                                                    ,689
59070089,5907028,5913,Okanagan                                                    ,595
59070090,5907014,5913,Okanagan                                                    ,898
59070091,5907802,5913,Okanagan                                                    ,43
59070092,5907802,5913,Okanagan                                                    ,352
59070093,5907802,5913,Okanagan                                                    ,172
59070094,5907014,5913,Okanagan                                                    ,658
59070095,5907014,5913,Okanagan                                                    ,58
59070096,5907014,5913,Okanagan                                                    ,407
59070097,5907028,5913,Okanagan                                                    ,632
59070098,5907014,5913,Okanagan                                                    ,716
59070099,5907014,5913,Okanagan                                                    ,776
59070100,5907014,5913,Okanagan                                                    ,711
59070101,5907028,5913,Okanagan                                                    ,852
59070102,5907028,5913,Okanagan                                                    ,709
59070103,5907028,5913,Okanagan                                                    ,150
59070104,5907022,5913,Okanagan                                                    ,256
59070105,5907022,5913,Okanagan                                                    ,503
59070106,5907005,5913,Okanagan                                                    ,1092
59070107,5907005,5913,Okanagan                                                    ,751
59070108,5907005,5913,Okanagan                                                    ,686
59070109,5907005,5913,Okanagan                                                    ,898
59070110,5907022,5913,Okanagan                                                    ,544
59070111,5907005,5913,Okanagan                                                    ,246
59070112,5907005,5913,Okanagan                                                    ,622
59070113,5907022,5913,Okanagan                                                    ,594
59070114,5907028,5913,Okanagan                                                    ,527
59070115,5907047,5913,Okanagan                                                    ,0
59070116,5907026,5913,Okanagan                                                    ,109
59070117,5907805,5913,Okanagan                                                    ,48
59070118,5907801,5913,Okanagan                                                    ,48
59070119,5907053,5913,Okanagan                                                    ,553
59070120,5907808,5913,Okanagan                                                    ,15
59070121,5907009,5913,Okanagan                                                    ,758
59070122,5907009,5913,Okanagan                                                    ,439
59070123,5907053,5913,Okanagan                                                    ,288
59070124,5907026,5913,Okanagan                                                    ,428
59070125,5907026,5913,Okanagan                                                    ,585
59070126,5907806,5913,Okanagan                                                    ,23
59070127,5907053,5913,Okanagan                                                    ,188
59070128,5907053,5913,Okanagan                                                    ,355
59070129,5907055,5913,Okanagan                                                    ,178
59070130,5907055,5913,Okanagan                                                    ,92
59070131,5907041,5913,Okanagan                                                    ,737
59070132,5907041,5913,Okanagan                                                    ,1138
59070133,5907041,5913,Okanagan                                                    ,1121
59070134,5907041,5913,Okanagan                                                    ,459
59090001,5909852,5921,Fraser East                                               ,0
59090002,5909048,5921,Fraser East                                               ,30
59090003,5909875,5921,Fraser East                                               ,53
59090004,5909865,5921,Fraser East                                               ,0
59090005,5909855,5921,Fraser East                                               ,5
59090006,5909860,5921,Fraser East                                               ,5
59090007,5909845,5921,Fraser East                                               ,66
59090008,5909846,5921,Fraser East                                               ,0
59090009,5909848,5921,Fraser East                                               ,0
59090010,5909842,5921,Fraser East                                               ,48
59090011,5909048,5921,Fraser East                                               ,15
59090012,5909048,5921,Fraser East                                               ,141
59090013,5909839,5921,Fraser East                                               ,210
59090014,5909839,5921,Fraser East                                               ,250
59090015,5909060,5921,Fraser East                                               ,0
59090016,5909060,5921,Fraser East                                               ,569
59090017,5909060,5921,Fraser East                                               ,0
59090018,5909060,5921,Fraser East                                               ,156
59090019,5909060,5921,Fraser East                                               ,502
59090020,5909062,5921,Fraser East                                               ,589
59090021,5909062,5921,Fraser East                                               ,534
59090022,5909056,5921,Fraser East                                               ,1216
59090023,5909056,5921,Fraser East                                               ,1250
59090024,5909056,5921,Fraser East                                               ,1398
59090025,5909056,5921,Fraser East                                               ,1725
59090026,5909056,5921,Fraser East                                               ,1351
59090027,5909056,5921,Fraser East                                               ,1655
59090028,5909056,5921,Fraser East                                               ,774
59090029,5909056,5921,Fraser East                                               ,1708
59090030,5909056,5921,Fraser East                                               ,1254
59090031,5909056,5921,Fraser East                                               ,1258
59090032,5909056,5921,Fraser East                                               ,671
59090033,5909056,5921,Fraser East                                               ,1031
59090034,5909056,5921,Fraser East                                               ,60
59090035,5909056,5921,Fraser East                                               ,55
59090036,5909056,5921,Fraser East                                               ,998
59090037,5909056,5921,Fraser East                                               ,1314
59090038,5909056,5921,Fraser East                                               ,248
59090039,5909056,5921,Fraser East                                               ,1253
59090040,5909056,5921,Fraser East                                               ,711
59090041,5909056,5921,Fraser East                                               ,1067
59090042,5909056,5921,Fraser East                                               ,1448
59090043,5909056,5921,Fraser East                                               ,933
59090044,5909052,5921,Fraser East                                               ,770
59090045,5909052,5921,Fraser East                                               ,831
59090046,5909052,5921,Fraser East                                               ,820
59090047,5909052,5921,Fraser East                                               ,0
59090048,5909052,5921,Fraser East                                               ,1282
59090049,5909052,5921,Fraser East                                               ,649
59090050,5909052,5921,Fraser East                                               ,1920
59090051,5909052,5921,Fraser East                                               ,658
59090052,5909052,5921,Fraser East                                               ,628
59090054,5909052,5921,Fraser East                                               ,701
59090055,5909052,5921,Fraser East                                               ,1113
59090056,5909052,5921,Fraser East                                               ,1310
59090057,5909052,5921,Fraser East                                               ,252
59090058,5909052,5921,Fraser East                                               ,542
59090059,5909052,5921,Fraser East                                               ,253
59090060,5909052,5921,Fraser East                                               ,547
59090061,5909052,5921,Fraser East                                               ,641
59090062,5909052,5921,Fraser East                                               ,693
59090063,5909052,5921,Fraser East                                               ,693
59090064,5909052,5921,Fraser East                                               ,450
59090065,5909052,5921,Fraser East                                               ,463
59090066,5909052,5921,Fraser East                                               ,655
59090067,5909052,5921,Fraser East                                               ,1208
59090068,5909052,5921,Fraser East                                               ,556
59090069,5909052,5921,Fraser East                                               ,460
59090070,5909052,5921,Fraser East                                               ,945
59090071,5909052,5921,Fraser East                                               ,725
59090072,5909052,5921,Fraser East                                               ,589
59090073,5909052,5921,Fraser East                                               ,628
59090074,5909052,5921,Fraser East                                               ,434
59090075,5909052,5921,Fraser East                                               ,486
59090076,5909052,5921,Fraser East                                               ,966
59090077,5909052,5921,Fraser East                                               ,191
